the_geom,OBJECTID,CNN,ST_NAME1,ST_TYPE1,CNNTEXT,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.450722078029 37.75362130779),3132,26231000,MARVIEW,WAY,26231000,PANORAMA,DR,,,,,2548,0,0,0,9,144273,560,0,0,,,,
POINT (-122.393377941349 37.760206857383),3624,23648000,PENNSYLVANIA,AVE,23648000,20TH,ST,,,,,3846,0,0,0,8,150410,1119,0,0,,,,
POINT (-122.417600193269 37.800345737959),3249,25517000,FILBERT,ST,25517000,LEAVENWORTH,ST,,,,,1446,0,0,1,8,187860,4476,0,0,,,,
POINT (-122.469572116388 37.73318194684),1861,22936000,SAN FERNANDO,WAY,22936000,MONTEREY,BLVD,,,,,1071,0,0,0,3,234099,555,0,0,,,,
POINT (-122.435637356788 37.767332901494),6713,26004000,14TH,ST,26004000,CASTRO,ST,,,,,440,0,0,1,42,762815,3699,1,2.61999989,,,,
POINT (-122.467017652142 37.768017540181),7556,27254000,MARTIN LUTHE,DR,27254000,MIDDLE EAST,DR,,,,,843,0,0,0,6,319215,178,0,0,,,,
POINT (-122.429309447472 37.732538455886),1532,33382000,MILTON,ST,33382000,MIRANDO,WAY,,,,,1030,0,0,0,18,168969,1384,0,0,,,,
POINT (-122.424371886766 37.800419973236),3261,26692000,VAN NESS,AVE,26692000,GREENWICH,ST,,,,,2450,0,0,0,11,933509,4180,0,0,,,,
POINT (-122.396275614494 37.783445699428),6851,24515000,HAWTHORNE,ST,24515000,HARRISON,ST,,,,,72766,0,1,1,10,5136221,1820,1,0.38999999,,,,
POINT (-122.42771771006 37.76564777374),6063,33024000,ALERT,ALY,33024000,LANDERS,ST,,,,,542,0,0,0,9,351372,3575,0,0,,,,
POINT (-122.408217375319 37.802184268075),4549,28136000,JACK MICHELI,ALY,28136000,KRAMER,PL,,,,,62069,0,1,0,3,75481,638,0,0,,,,
POINT (-122.442532224216 37.748188156432),2805,22325000,CLIPPER,ST,22325000,GRAND VIEW,AVE,CLIPPER,TER,,,393,0,0,0,7,129983,2034,0,0,,,,
POINT (-122.415062292429 37.708742971662),5610,20403000,RIO VERDE,ST,20403000,VELASCO,AVE,,,,,1125,0,0,0,17,320252,793,0,0,,,,
POINT (-122.395698336761 37.789665394786),5509,24533000,FREMONT,ST,24533000,NATOMA,ST,,,,,62051,0,0,1,6,4756662,452,0,0,,,,
POINT (-122.493358665738 37.734013465496),4945,32891000,36TH,AVE,32891000,SLOAT,BLVD,,,,,314,0,0,0,24,58685,749,0,0,,,,
POINT (-122.405114567409 37.747371255151),2749,20831000,WRIGHT,ST,20831000,HOLLADAY,AVE,,,,,244,0,0,0,7,28907,834,0,0,,,,
POINT (-122.433005063877 37.712731181949),5397,21397000,MUNICH,ST,21397000,SOUTH HILL,BLVD,,,,,459,0,0,0,6,302092,998,0,0,,,,
POINT (-122.442795911781 37.750778051231),3061,26087000,24TH,ST,26087000,GRAND VIEW,AVE,,,,,500,0,0,0,32,58924,2310,0,0,,,,
POINT (-122.388890457886 37.754057957621),3208,23554000,24TH,ST,23554000,TENNESSEE,ST,,,,,579,0,0,0,25,221477,105,0,0,,,,
POINT (-122.433963114898 37.738140935528),2248,21956000,MOFFITT,ST,21956000,FARNUM,ST,,,,,708,0,0,0,9,139652,1396,0,0,,,,
POINT (-122.459873595425 37.779287570929),5066,27226000,02ND,AVE,27226000,ANZA,ST,,,,,958,0,1,0,9,445904,2394,0,0,,,,
POINT (-122.442103622946 37.796254063652),4661,26872000,UNION,ST,26872000,DIVISADERO,ST,,,,,762,0,0,1,2,137572,1681,0,0,,,,
POINT (-122.43837871923 37.777799132928),7470,26067000,DIVISADERO,ST,26067000,MCALLISTER,ST,,,,,538,0,0,1,28,5297986,3762,0,0,,,,
POINT (-122.392375497819 37.715499415851),477,33230000,BAYVIEW PARK,RD,33230000,KEY,AVE,,,,,874,0,0,0,6,15136,39,0,0,,,,
POINT (-122.404909609245 37.743696468187),2498,33277000,BAY SHORE,BLVD,33277000,FAITH,ST,,,,,410,0,0,0,19,112765,942,0,0,,,,
POINT (-122.508344595163 37.764080956351),4646,27957000,48TH,AVE,27957000,LINCOLN,WAY,,,,,461,0,0,0,4,369472,1083,0,0,,,,
POINT (-122.408102054759 37.792184153905),4382,30769000,CALIFORNIA,ST,30769000,PRATT,PL,,,,,198,0,1,1,25,538925,441,0,0,,,,
POINT (-122.459292749835 37.786918812888),4533,27578000,LAKE,ST,27578000,ARGUELLO,BLVD,,,,,575,0,0,0,7,1128689,2219,1,1.76999998,,,,
POINT (-122.4943258181 37.740361260547),2186,23383000,ULLOA,ST,23383000,SUNSET,BLVD,,,,,300,0,1,0,6,263712,1250,6,45.5,,,,
POINT (-122.447357361668 37.717987571889),416,22167000,OTEGA,AVE,22167000,MOUNT VERNON,AVE,,,,,257,0,0,0,25,101536,1171,0,0,,,,
POINT (-122.402617339593 37.800312076918),3227,24822000,SANSOME,ST,24822000,GREEN,ST,,,,,25345,0,0,1,15,1180630,2375,0,0,,,,
POINT (-122.405526151621 37.797069537529),4673,24792000,COLUMBUS,AVE,24792000,PACIFIC,AVE,,,,,12095,0,0,1,10,3677769,6211,2,1.09000003,,,,
POINT (-122.480771804227 37.754056411732),5219,27381000,NORIEGA,ST,27381000,23RD,AVE,,,,,1472,0,0,0,2,215940,1139,0,0,,,,
POINT (-122.415969123161 37.709699807075),141,20404000,SAWYER,ST,20404000,SUNRISE,WAY,,,,,918,0,0,0,17,337535,1085,0,0,,,,
POINT (-122.440115175683 37.729882942172),1167,52301000,I-280 SOUTHB,0,52301000,I-280 S ON,RAMP,,,,,5782,1,1,0,17,437383,1080,0,0,,,,
POINT (-122.417948975144 37.793688731011),5352,25261000,WASHINGTON,ST,25261000,HYDE,ST,,,,,3957,0,0,0,16,1839640,7264,0,0,,,,
POINT (-122.408452777626 37.746927980627),2723,21123000,FRANCONIA,ST,21123000,PERALTA,AVE,,,,,533,0,0,0,6,121598,1639,0,0,,,,
POINT (-122.418365248025 37.772227123634),6012,24358000,12TH,ST,24358000,SOUTH VAN NE,AVE,,,,,13177,0,0,0,5,1916462,1082,1,1.03999996,,,,
POINT (-122.416839302963 37.752341772023),3337,24069000,CYPRESS,ST,24069000,24TH,ST,,,,,4712,0,0,1,4,1792854,2979,0,0,,,,
POINT (-122.453739447425 37.77010302115),5141,26440000,PAGE,ST,26440000,STANYAN,ST,,,,,2853,0,0,0,12,443783,1840,1,4.51000023,,,,
POINT (-122.468099383107 37.772529367528),7427,27259000,JOHN F KENNE,DR,27259000,10TH,AVE,,,,,1404,0,1,0,6,359509,1387,0,0,,,,
POINT (-122.449304791725 37.799411229792),7590,51480000,WINN,WAY,51480000,TRUBY,ST,,,,,96,0,0,0,14,275539,124,0,0,,,,
POINT (-122.426768763884 37.803941363704),6111,26723000,BAY,ST,26723000,FRANKLIN,ST,,,,,2784,0,1,0,13,1792502,3147,0,0,,,,
POINT (-122.394365638874 37.760147240992),7649,23656000,MISSISSIPPI,ST,23656000,20TH,ST,,,,,3651,0,0,0,9,139875,1266,0,0,,,,
POINT (-122.439866625655 37.793653266752),6156,26856000,BROADWAY,0,26856000,SCOTT,ST,,,,,1177,0,0,0,2,134348,2072,0,0,,,,
POINT (-122.427215973392 37.781122071462),6356,25962000,LAGUNA,ST,25962000,TURK,ST,,,,,882,0,0,0,25,1318683,2922,3,4.55000019,,,,
POINT (-122.393255711261 37.732620520543),1494,20528000,BAY VIEW,ST,20528000,POMONA,ST,,,,,847,0,0,0,19,186665,1378,0,0,,,,
POINT (-122.407821822604 37.803480546887),5482,25383000,LOMBARD,ST,25383000,JULIUS,ST,,,,,3532,0,1,1,16,93995,3870,0,0,,,,
POINT (-122.445141085486 37.720091642474),7281,22095000,DELANO,AVE,22095000,GENEVA,AVE,,,,,536,1,0,0,10,389286,880,1,5.13999987,,,,
POINT (-122.41908483152 37.801111775615),4070,25555000,SOUTHARD,PL,25555000,GREENWICH,ST,,,,,1269,0,0,0,15,140659,4407,0,0,,,,
POINT (-122.428708573399 37.753230086132),3329,25651000,23RD,ST,25651000,VICKSBURG,ST,,,,,901,0,0,0,20,280622,2555,0,0,,,,
POINT (-122.396878584616 37.732619121316),1499,20533000,APOLLO,ST,20533000,TOPEKA,AVE,,,,,1219,0,0,0,5,116437,1396,0,0,,,,
POINT (-122.474219565519 37.732124935646),1670,23078000,OCEAN,AVE,23078000,LAGUNITAS,DR,,,,,641,0,0,0,9,991635,441,0,0,,,,
POINT (-122.396286047133 37.720986471951),7283,20473000,INGERSON,AVE,20473000,03RD,ST,,,,,702,0,1,0,13,702259,733,0,0,,,,
POINT (-122.394600186378 37.752431745148),3117,23627000,DAKOTA,ST,23627000,25TH,ST,TEXAS,ST,,,4165,0,0,0,2,52651,612,0,0,,,,
POINT (-122.411779698417 37.804900957518),7784,25458000,POWELL,ST,25458000,FRANCISCO,ST,,,,,1985,0,0,1,9,469513,2939,0,0,,,,
POINT (-122.409135141381 37.71606141308),551,20851000,CAMPBELL,AVE,20851000,ERVINE,ST,,,,,231,0,0,0,14,45302,910,0,0,,,,
POINT (-122.409185593152 37.731968906188),4002,20907000,MERRILL,ST,20907000,HALE,ST,,,,,364,0,0,0,15,285677,1190,0,0,,,,
POINT (-122.504086931939 37.749287355289),4510,23489000,45TH,AVE,23489000,PACHECO,ST,,,,,774,0,0,0,19,296000,1408,0,0,,,,
POINT (-122.454146593804 37.740500358044),4958,50641000,UNNAMED 038,0,50641000,MYRA,WAY,,,,,1688,0,0,0,4,21597,429,0,0,,,,
POINT (-122.413756769274 37.797961899207),5453,25432000,TAYLOR,ST,25432000,VALLEJO,ST,,,,,4094,0,1,0,11,35869,4989,0,0,,,,
POINT (-122.474861531438 37.724910484213),1337,23033000,19TH,AVE,23033000,DENSLOWE,DR,,,,,576,1,0,0,6,646386,574,0,0,,,,
POINT (-122.437720381769 37.778837322997),4143,26071000,SEYMOUR,ST,26071000,GOLDEN GATE,AVE,,,,,504,0,1,0,14,335212,3498,0,0,,,,
POINT (-122.440298415516 37.763498279615),7191,26168000,VULCAN,STWY,26168000,ORD,ST,ORD,CT,,,975,0,0,0,17,26924,2110,0,0,,,,
POINT (-122.412537053762 37.808629796989),4594,25484000,THE EMBARCAD,0,25484000,JEFFERSON,ST,POWELL,ST,,,1386,0,1,1,14,5458903,1564,0,0,,,,
POINT (-122.404937181542 37.800021981785),7379,54148000,GREEN,ST,54148000,KOHLER,PL,,,,,11116,0,0,0,0,573505,8284,0,0,,,,
POINT (-122.469865473156 37.719657169155),841,22723000,BYXBEE,ST,22723000,GARFIELD,ST,,,,,588,0,0,0,7,174878,1092,0,0,,,,
POINT (-122.506035272896 37.777194845495),7495,27987000,45TH,AVE,27987000,ANZA,ST,,,,,13550,0,0,0,7,131030,1552,0,0,,,,
POINT (-122.483857378304 37.752050400319),3312,27393000,26TH,AVE,27393000,ORTEGA,ST,,,,,311,0,0,0,9,275741,1490,0,0,,,,
POINT (-122.404888825769 37.79486448023),6192,24773000,MERCHANT,ST,24773000,KEARNY,ST,,,,,16473,0,0,1,5,4898164,4490,0,0,,,,
POINT (-122.432927466013 37.784359999894),6230,26590000,FILLMORE,ST,26590000,GEARY,BLVD,,,,,3162,0,0,0,9,2466755,3378,3,2.43000007,,,,
POINT (-122.446033797181 37.758727269237),7613,26193000,CLAYTON,ST,26193000,CORBETT,AVE,,,,,1842,0,0,1,6,210988,1597,0,0,,,,
POINT (-122.411528982325 37.786944652054),3466,24941000,GEARY,ST,24941000,TAYLOR,ST,,,,,7372,0,0,1,15,24106358,10729,4,0.33000001,,,,
POINT (-122.438640976306 37.752633650214),3387,25769000,23RD,ST,25769000,DOUGLASS,ST,,,,,1841,0,0,0,8,216540,2175,0,0,,,,
POINT (-122.444417831788 37.774154427328),3451,26357000,HAYES,ST,26357000,CENTRAL,AVE,,,,,2044,1,0,0,10,874303,3173,0,0,,,,
POINT (-122.411617680019 37.713701961847),228,20383000,LELAND,AVE,20383000,ELLIOT,ST,,,,,1997,0,0,0,3,98573,1040,0,0,,,,
POINT (-122.43185960349 37.757059295931),7119,25783000,LIBERTY,ST,25783000,RAYBURN,ST,,,,,9688,0,0,0,3,30467,2272,0,0,,,,
POINT (-122.457081602004 37.710115851123),336,22460000,I-280 N ON,RAMP,22460000,SAN JOSE,AVE,REGENT,ST,ALEMANY,BLVD,572,0,1,0,13,545049,891,0,0,,,,
POINT (-122.403089169778 37.774713804214),3443,23912000,FARGO,PL,23912000,BOARDMAN,PL,,,,,3744,0,0,0,3,1267683,551,0,0,,,,
POINT (-122.417154958415 37.796338977738),8090,30723000,BROADWAY,0,30723000,CYRUS,PL,,,,,522,0,0,0,10,169732,6341,0,0,,,,
POINT (-122.408840568633 37.711706501447),5382,20348000,VISITACION,AVE,20348000,CORA,ST,,,,,1620,0,0,0,6,351281,1296,0,0,,,,
POINT (-122.407826896353 37.741232770056),2385,52436000,HOLLADAY,AVE,52436000,POWHATTAN,AVE,,,,,705,0,0,0,0,6669,28,0,0,,,,
POINT (-122.459016971779 37.797793781639),6280,51260000,MORAGA,AVE,51260000,GRAHAM,ST,,,,,56,0,0,0,10,257688,36,0,0,,,,
POINT (-122.465215400028 37.756613123918),5713,32839000,MORAGA,ST,32839000,EASEMENT,0,,,,,906,0,0,1,6,158614,1584,0,0,,,,
POINT (-122.411377258994 37.794531599477),6329,25098000,WASHINGTON,ST,25098000,MASON,ST,,,,,4230,0,0,1,11,432452,7227,1,4.61999989,,,,
POINT (-122.413441771557 37.804689110599),5808,25471000,MASON,ST,25471000,FRANCISCO,ST,,,,,1290,0,0,0,15,743796,3382,1,2.69000006,,,,
POINT (-122.463328839177 37.750173155342),3034,32987000,PACHECO,ST,32987000,ALTON,AVE,UNNAMED 033,0,,,573,0,0,0,11,132368,1621,0,0,,,,
POINT (-122.426531414587 37.742102850074),4334,21904000,CHURCH,ST,21904000,30TH,ST,,,,,298,0,0,1,13,1511231,2265,1,1.32000005,,,,
POINT (-122.434728475181 37.737551578239),2129,21958000,POPPY,LN,21958000,DIAMOND,ST,,,,,979,0,0,1,9,19433,1405,0,0,,,,
POINT (-122.458009870501 37.797317489187),5458,51267000,MESA,ST,51267000,MORAGA,AVE,,,,,418,0,0,0,3,282088,31,0,0,,,,
POINT (-122.454796889029 37.728814534246),7691,22250000,GREENWOOD,AVE,22250000,VALDEZ,AVE,,,,,381,1,0,0,10,453306,764,0,0,,,,
POINT (-122.407302872022 37.77631089797),4754,24257000,CLEVELAND,ST,24257000,07TH,ST,,,,,7209,0,0,0,3,527617,1332,0,0,,,,
POINT (-122.388686017099 37.727049088938),1077,20151000,VAN DYKE,AVE,20151000,JENNINGS,ST,,,,,721,0,0,0,10,388565,682,0,0,,,,
POINT (-122.430369136367 37.788373256866),4993,26532000,PINE,ST,26532000,BUCHANAN,ST,,,,,7047,0,1,0,9,1021953,4022,0,0,,,,
POINT (-122.497138712738 37.731546503666),1551,23328000,BERKSHIRE,WAY,23328000,BROOKHAVEN,LN,COUNTRY CLUB,DR,,,317,0,0,0,5,329347,452,0,0,,,,
POINT (-122.48843992507 37.787621299277),5009,28032000,28TH,AVE,28032000,EL CAMINO DE,0,,,,,9045,0,0,0,20,265724,1321,0,0,,,,
POINT (-122.471026379402 37.709091618996),282,33467000,JUNIPERO SER,BLVD,33467000,ALEMANY,BLVD,,,,,10396,0,0,0,3,417563,1228,0,0,,,,
POINT (-122.472346591366 37.756811132546),5738,32878000,15TH,AVE,32878000,ENCINAL,WALK,,,,,1231,0,0,1,6,5700,1344,0,0,,,,
POINT (-122.456976594366 37.785968728968),3980,27561000,JORDAN,AVE,27561000,CALIFORNIA,ST,,,,,474,0,0,0,6,1459478,1895,0,0,,,,
POINT (-122.440358152414 37.75523286948),8104,26093000,GRAND VIEW,AVE,26093000,21ST,ST,,,,,511,0,0,0,15,78560,2342,0,0,,,,
POINT (-122.400386935271 37.751728545427),3074,23690000,LITTLEFIELD,TER,23690000,DE HARO,ST,,,,,12569,0,0,0,3,102221,1153,0,0,,,,
POINT (-122.401583791324 37.787101712609),3465,24614000,ANNIE,ST,24614000,AMBROSE BIER,ST,,,,,33838,0,0,1,7,2838639,113,0,0,,,,
POINT (-122.421448460329 37.755273165356),3289,24117000,SAN JOSE,AVE,24117000,22ND,ST,,,,,5220,0,0,0,2,1710160,3231,0,0,,,,
POINT (-122.409762511203 37.803241662281),5278,25398000,LOMBARD,ST,25398000,STOCKTON,ST,,,,,1833,0,0,1,13,258724,3872,0,0,,,,
POINT (-122.495323665269 37.777681677662),4131,27852000,35TH,AVE,27852000,ANZA,ST,,,,,493,0,0,0,5,250855,1992,0,0,,,,
POINT (-122.433332745164 37.743300938156),2504,22004000,CASTRO,ST,22004000,DAY,ST,29TH,ST,,,369,0,0,0,11,76259,1685,0,0,,,,
POINT (-122.389065885829 37.723486561047),794,20114000,BANCROFT,AVE,20114000,INGALLS,ST,,,,,893,0,0,0,6,392773,196,0,0,,,,
POINT (-122.46508168265 37.777190246974),7457,27274000,BALBOA,ST,27274000,07TH,AVE,,,,,705,0,0,0,8,1518216,2211,1,1.32000005,,,,
POINT (-122.463115215119 37.764182767567),8063,27084000,06TH,AVE,27084000,IRVING,ST,,,,,1041,1,0,1,5,2364471,2077,0,0,,,,
POINT (-122.423995362804 37.798557398935),6497,26686000,UNION,ST,26686000,VAN NESS,AVE,,,,,3321,0,1,0,12,3865134,4971,2,1.02999997,,,,
POINT (-122.455268591419 37.755885140471),4179,27032000,WOODHAVEN,CT,27032000,FOREST KNOLL,DR,,,,,937,0,0,0,9,163571,741,0,0,,,,
POINT (-122.410010011135 37.775898348903),4721,24277000,SUMNER,ST,24277000,CLEMENTINA,ST,,,,,13846,0,0,1,2,1508013,1550,0,0,,,,
POINT (-122.408174545977 37.736881352311),2005,51664000,DICKINSON,ST,51664000,ALEMANY,BLVD,,,,,893,0,0,0,3,178582,609,0,0,,,,
POINT (-122.474305901844 37.719814078672),7286,23012000,DENSLOWE,DR,23012000,BANBURY,DR,,,,,1201,1,0,0,17,540367,1186,0,0,,,,
POINT (-122.474564133366 37.773016073551),7436,27453000,16TH,AVE,27453000,FULTON,ST,,,,,1675,0,0,1,6,185671,374,1,10.77000046,,,,
POINT (-122.424531168662 37.792846359419),4585,26539000,WASHINGTON,ST,26539000,FRANKLIN,ST,,,,,5812,0,1,0,8,798258,4824,0,0,,,,
POINT (-122.401001331318 37.778141928415),5759,50072000,I-80 EASTBOU,0,50072000,I-80 E OFF,RAMP,,,,,2206,0,0,0,2,1611305,1941,0,0,,,,
POINT (-122.454294338648 37.708260896221),244,21584000,MISSION,ST,21584000,HURON,AVE,,,,,1049,0,0,0,7,315733,664,0,0,,,,
POINT (-122.408626516976 37.745133508897),2557,21126000,MASSASOIT,ST,21126000,RUTLEDGE,ST,,,,,565,0,0,0,8,105574,1392,0,0,,,,
POINT (-122.403199245053 37.741890824568),2189,20804000,OAKDALE,AVE,20804000,BARNEVELD,AVE,,,,,135,0,0,1,10,367011,50,1,5.44999981,,,,
POINT (-122.477331850992 37.791463505858),4407,51777000,PERSHING,DR,51777000,HOWARD,CT,,,,,658,0,0,0,7,222127,365,0,0,,,,
POINT (-122.403115514561 37.726438396923),1087,33272000,SAN BRUNO,AVE,33272000,WAYLAND,ST,,,,,509,0,0,0,27,964097,823,2,4.1500001,,,,
POINT (-122.415895753593 37.783520586004),5168,25138000,HYDE,ST,25138000,EDDY,ST,,,,,2611,0,0,1,10,17546248,8001,2,0.23,,,,
POINT (-122.455794285335 37.764075010637),8046,26310000,PARNASSUS,AVE,26310000,HILL POINT,AVE,,,,,1935,1,0,0,6,1706659,1986,0,0,,,,
POINT (-122.40360609731 37.727639067513),936,33647000,BACON,ST,33647000,SAN BRUNO,AVE,,,,,7236,0,0,0,0,3512737,4,3,1.71000004,,,,
POINT (-122.485161164558 37.78575095029),4053,27655000,25TH,AVE,27655000,LAKE,ST,,,,,433,0,0,0,8,1049445,1941,1,1.90999997,,,,
POINT (-122.446334636621 37.74012003391),2631,22298000,MARIETTA,DR,22298000,ARROYO,WAY,,,,,657,0,0,0,11,113530,786,0,0,,,,
POINT (-122.44937835801 37.73735105961),2133,22362000,DORCAS,WAY,22362000,MOLIMO,DR,,,,,505,0,0,0,18,108896,1083,0,0,,,,
POINT (-122.393368336192 37.775792261647),4528,23797000,BERRY,ST,23797000,04TH,ST,,,,,8581,0,0,0,1,6108255,1919,0,0,,,,
POINT (-122.413782062025 37.77452120168),4048,24247000,DORE,ST,24247000,HOWARD,ST,,,,,12745,0,0,1,3,1628750,1118,0,0,,,,
POINT (-122.405233135207 37.762059530433),3781,23768000,SAN BRUNO,AVE,23768000,18TH,ST,,,,,6897,0,0,0,4,139519,1153,0,0,,,,
POINT (-122.463794747605 37.758543120863),7419,27104000,LAWTON,ST,27104000,07TH,AVE,,,,,1971,1,0,0,2,1209229,1542,3,4.96000004,,,,
POINT (-122.458211757272 37.725730555946),7177,22627000,WESTWOOD,DR,22627000,MIRAMAR,AVE,EASTWOOD,DR,,,663,1,0,0,6,481896,1067,0,0,,,,
POINT (-122.461484058899 37.7868210075),3706,27584000,03RD,AVE,27584000,LAKE,ST,,,,,447,0,0,0,7,205769,2366,0,0,,,,
POINT (-122.421778029122 37.787066523406),3558,30079000,DANIEL BURNH,CT,30079000,VAN NESS,AVE,,,,,494,0,0,0,40,2609814,5829,0,0,,,,
POINT (-122.410378659399 37.793751978884),5342,25075000,CLAY,ST,25075000,WETMORE,ST,,,,,7522,0,1,1,7,1277308,7832,0,0,,,,
POINT (-122.416117376264 37.773537320587),7429,24355000,11TH,ST,24355000,NATOMA,ST,,,,,12906,0,0,0,6,1653340,901,0,0,,,,
POINT (-122.414735825907 37.737145568501),2097,21077000,TOMPKINS,AVE,21077000,ELLSWORTH,ST,,,,,685,0,0,0,11,209040,2049,0,0,,,,
POINT (-122.459609482307 37.729576890867),1169,22647000,PIZARRO,WAY,22647000,NORTHWOOD,DR,,,,,600,1,0,0,10,351594,919,0,0,,,,
POINT (-122.392736047072 37.788691608935),4578,24496000,FOLSOM,ST,24496000,BEALE,ST,,,,,52964,0,1,0,8,6909032,1194,3,0.87,,,,
POINT (-122.465283499067 37.711766994952),109,22511000,VICTORIA,ST,22511000,ALEMANY,BLVD,,,,,722,0,0,0,5,169423,900,0,0,,,,
POINT (-122.385768690528 37.733993329066),1778,34010000,LAS VILLAS,CT,34010000,LA SALLE,AVE,,,,,173,0,0,0,7,69024,596,0,0,,,,
POINT (-122.396598426975 37.733354859882),4925,33242000,BAYVIEW,CIR,33242000,SILVERVIEW,DR,,,,,552,0,0,0,12,225851,1439,0,0,,,,
POINT (-122.463363747751 37.782994145391),5187,27251000,05TH,AVE,27251000,CLEMENT,ST,,,,,798,0,0,0,9,1677443,2633,0,0,,,,
POINT (-122.415707088617 37.782589978302),7826,24933000,HYDE,ST,24933000,TURK,ST,,,,,6302,0,0,1,12,20130073,8128,4,0.40000001,,,,
POINT (-122.409088736784 37.795725072965),6582,25045000,TRENTON,ST,25045000,JACKSON,ST,,,,,10434,0,0,0,7,2847537,7571,1,0.69999999,,,,
POINT (-122.43058678372 37.761160418958),4554,25720000,18TH,ST,25720000,SANCHEZ,ST,,,,,2777,0,0,1,5,119685,2495,2,33.41999817,,,,
POINT (-122.483172978915 37.718276023996),7300,23099000,HIGUERA,AVE,23099000,ARBALLO,DR,,,,,637,1,0,0,4,722087,1802,0,0,,,,
POINT (-122.429665335971 37.724348276471),1012,21647000,EXCELSIOR,AVE,21647000,EDINBURG,ST,,,,,734,0,0,0,9,235051,1613,0,0,,,,
POINT (-122.418873093198 37.798269525404),5682,25311000,HYDE,ST,25311000,GREEN,ST,,,,,3408,0,1,1,12,270362,5364,0,0,,,,
POINT (-122.395697008085 37.757045793864),6871,23638000,TURNER,TER,23638000,MISSOURI,ST,,,,,1289,0,0,0,11,218543,1206,0,0,,,,
POINT (-122.41619713721 37.771417497112),5963,24348000,12TH,ST,24348000,KISSLING,ST,,,,,16005,0,0,1,8,1654271,622,0,0,,,,
POINT (-122.463516235528 37.785135480621),7320,27594000,CALIFORNIA,ST,27594000,05TH,AVE,,,,,497,0,0,0,6,483523,2358,0,0,,,,
POINT (-122.421493583985 37.802699870689),5055,25567000,CHESTNUT,ST,25567000,LARKIN,ST,,,,,3101,0,0,0,6,195859,3960,0,0,,,,
POINT (-122.470311126121 37.775081505746),4737,27267000,12TH,AVE,27267000,CABRILLO,ST,,,,,804,0,0,0,9,442004,982,0,0,,,,
POINT (-122.476697399244 37.75797392062),7597,27343000,LAWTON,ST,27343000,19TH,AVE,,,,,627,0,0,1,8,721995,1435,1,2.76999998,,,,
POINT (-122.38429265682 37.732656846246),1416,20137000,LA SALLE,AVE,20137000,GARLINGTON,CT,,,,,437,0,0,0,20,151452,1322,0,0,,,,
POINT (-122.402277743076 37.79432070191),6159,24753000,COMMERCIAL,ST,24753000,LEIDESDORFF,ST,,,,,29333,0,0,1,5,8633555,2043,0,0,,,,
POINT (-122.41065400111 37.712211161427),76,20372000,SCHWERIN,ST,20372000,VISITACION,AVE,,,,,1442,0,0,0,5,261042,1215,0,0,,,,
POINT (-122.402009037354 37.743098652245),4951,20811000,MCKINNON,AVE,20811000,UPTON,ST,,,,,4,0,0,1,8,368738,26,0,0,,,,
POINT (-122.39022329496 37.757830805513),7121,23643000,MINNESOTA,ST,23643000,22ND,ST,,,,,1590,0,0,0,13,321029,518,0,0,,,,
POINT (-122.435221612398 37.722768669801),795,21725000,PERSIA,AVE,21725000,LONDON,ST,,,,,612,0,0,0,9,939702,1699,0,0,,,,
POINT (-122.414982327097 37.745554263029),2865,21283000,AZTEC,ST,21283000,SHOTWELL,ST,,,,,352,0,0,0,14,93397,1711,0,0,,,,
POINT (-122.422323867434 37.746381462016),2838,21353000,DUNCAN,ST,21353000,GUERRERO,ST,,,,,538,0,1,0,8,1612859,2619,0,0,,,,
POINT (-122.441551292658 37.749235758296),2927,22322000,25TH,ST,22322000,FOUNTAIN,ST,,,,,536,0,0,0,6,83754,2173,1,23.879999160000001,,,,
POINT (-122.391070003622 37.746366723463),2898,20703000,CUSTER,AVE,20703000,RANKIN,ST,,,,,486,0,0,0,6,313813,19,0,0,,,,
POINT (-122.393095687881 37.782654611887),7809,24486000,FEDERAL,ST,24486000,02ND,ST,,,,,15582,0,0,0,2,2378056,2908,0,0,,,,
POINT (-122.421248655405 37.776630692178),5578,24458000,LINDEN,ST,24458000,FRANKLIN,ST,,,,,80146,0,0,1,3,2473070,2346,0,0,,,,
POINT (-122.420593822916 37.765001212665),4099,24175000,HOFF,ST,24175000,16TH,ST,,,,,13592,0,0,0,2,2044775,3598,0,0,,,,
POINT (-122.436394254276 37.793141665397),5334,26672000,STEINER,ST,26672000,PACIFIC,AVE,,,,,3171,0,0,0,6,182015,2461,1,10.989999770000001,,,,
POINT (-122.409696254686 37.772842702071),6822,24210000,HARRISON,ST,24210000,GORDON,ST,,,,,8347,0,0,1,6,1487952,612,0,0,,,,
POINT (-122.408756449907 37.795766928968),7245,25041000,JACKSON,ST,25041000,JAMES,PL,,,,,11269,0,0,1,7,2086415,7773,0,0,,,,
POINT (-122.421066475362 37.775700176427),4719,24449000,FRANKLIN,ST,24449000,HICKORY,ST,,,,,46153,0,0,1,3,2243505,2293,0,0,,,,
